latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
49.7191,-122.6793,332.0,1.7,1.3,2018-10-23,1950,Terra,MODIS,88,6.03,280.9,73.4,D,0
48.9195,-123.9919,309.7,1.2,1.1,2018-10-27,0552,Terra,MODIS,78,6.03,275.8,17.7,N,0
48.6189,-123.7258,337.2,1.9,1.4,2018-11-02,1849,Terra,MODIS,83,6.03,283.9,107.1,D,0
48.6171,-123.7005,343.0,1.9,1.3,2018-11-02,1849,Terra,MODIS,80,6.03,283.9,131.0,D,0
48.6294,-123.7157,319.1,4.4,1.9,2018-11-02,2026,Terra,MODIS,25,6.03,280.0,152.3,D,0
48.6117,-123.6669,316.0,4.5,1.9,2018-11-02,2026,Terra,MODIS,43,6.03,282.4,136.7,D,0
48.629,-123.7236,321.3,4.4,1.9,2018-11-02,2026,Terra,MODIS,56,6.03,278.6,180.2,D,0
48.622,-123.687,311.4,2.2,1.4,2018-11-02,2033,Aqua,MODIS,34,6.03,280.1,36.3,D,0
48.6156,-123.7135,360.9,2.2,1.5,2018-11-02,2033,Aqua,MODIS,100,6.03,285.7,295.8,D,0
48.6085,-123.7432,312.9,2.3,1.5,2018-11-02,2033,Aqua,MODIS,53,6.03,283.4,43.8,D,0
48.9356,-123.931,320.7,1.0,1.0,2018-11-05,1919,Terra,MODIS,69,6.03,276.6,23.1,D,0
48.8311,-123.7805,313.9,1.0,1.0,2018-11-05,1919,Terra,MODIS,56,6.03,276.6,15.7,D,0
48.9284,-123.9409,338.6,1.1,1.0,2018-11-05,2103,Aqua,MODIS,89,6.03,279.1,47.9,D,0
48.8321,-123.9422,301.7,1.3,1.1,2018-11-06,0629,Terra,MODIS,44,6.03,276.8,13.5,N,0
49.6594,-123.9734,305.2,1.4,1.2,2018-11-06,0629,Terra,MODIS,56,6.03,276.7,17.8,N,0
49.6576,-123.992,301.7,1.4,1.2,2018-11-06,0629,Terra,MODIS,41,6.03,275.8,13.7,N,0
48.3936,-123.863,311.2,1.9,1.3,2018-11-06,2146,Aqua,MODIS,38,6.03,282.5,30.3,D,0
48.4381,-123.8618,300.2,1.3,1.1,2018-11-08,2134,Aqua,MODIS,20,6.03,275.7,9.1,D,0
48.4364,-123.8791,307.6,1.3,1.1,2018-11-08,2134,Aqua,MODIS,66,6.03,276.1,15.7,D,0
48.4483,-123.8646,323.4,1.3,1.1,2018-11-08,2134,Aqua,MODIS,82,6.03,275.9,36.2,D,0
48.4465,-123.882,333.6,1.3,1.1,2018-11-08,2134,Aqua,MODIS,89,6.03,276.5,55.0,D,0
49.8623,-123.142,300.8,1.2,1.1,2018-11-10,1937,Terra,MODIS,41,6.03,276.5,10.2,D,0
49.8597,-123.1282,301.5,1.2,1.1,2018-11-10,1937,Terra,MODIS,47,6.03,274.3,10.9,D,0
49.8564,-123.142,312.0,1.1,1.1,2018-11-10,2122,Aqua,MODIS,72,6.03,276.3,17.5,D,0
48.7215,-123.8479,315.6,1.2,1.1,2018-11-14,2057,Aqua,MODIS,72,6.03,273.6,22.8,D,0
48.7651,-124.0,305.5,1.2,1.1,2018-11-14,2057,Aqua,MODIS,58,6.03,269.4,14.3,D,0
48.8639,-123.8605,307.1,1.6,1.2,2018-11-16,2045,Aqua,MODIS,65,6.03,275.6,21.1,D,0
48.8967,-123.8797,327.2,1.6,1.2,2018-11-16,2045,Aqua,MODIS,85,6.03,276.4,57.5,D,0
48.9032,-123.8816,304.5,1.0,1.0,2018-11-17,0610,Terra,MODIS,60,6.03,273.5,10.8,N,0
49.0377,-122.1323,303.5,1.0,1.0,2019-03-20,1925,Terra,MODIS,44,6.03,292.5,3.9,D,0
49.0676,-122.5741,311.0,1.0,1.0,2019-05-23,1925,Terra,MODIS,68,6.03,297.5,5.3,D,0
49.8262,-123.022,303.6,1.3,1.1,2019-05-28,2128,Aqua,MODIS,0,6.03,292.7,7.9,D,0
49.4824,-123.7229,302.8,1.0,1.0,2019-06-01,2103,Aqua,MODIS,0,6.03,289.1,5.1,D,0
49.8371,-123.0259,300.3,1.0,1.0,2019-06-01,2103,Aqua,MODIS,0,6.03,284.6,3.0,D,0
48.9105,-123.7353,310.9,1.0,1.0,2019-06-15,1931,Terra,MODIS,26,6.03,298.3,6.6,D,2
49.7557,-123.6449,300.5,1.1,1.0,2019-07-28,1912,Terra,MODIS,22,6.03,288.8,4.1,D,0
49.1227,-122.4202,310.3,1.0,1.0,2019-08-27,1924,Terra,MODIS,30,6.03,299.1,4.8,D,0
49.0242,-122.3395,318.2,1.0,1.0,2019-08-27,1924,Terra,MODIS,48,6.03,302.6,6.1,D,0
49.0042,-122.324,314.0,1.0,1.0,2019-08-27,1924,Terra,MODIS,48,6.03,301.2,5.9,D,0
49.3755,-122.117,309.8,1.1,1.0,2019-10-09,1906,Terra,MODIS,69,6.03,278.0,15.7,D,0
49.3824,-122.1237,306.9,1.1,1.0,2019-10-09,1906,Terra,MODIS,63,6.03,277.8,12.8,D,0
49.3735,-122.1149,306.8,1.1,1.1,2019-10-09,2051,Aqua,MODIS,64,6.03,279.1,14.1,D,0
48.3956,-123.9221,301.5,1.0,1.0,2019-10-14,1924,Terra,MODIS,41,6.03,283.5,6.0,D,0
48.4872,-123.6874,328.5,1.2,1.1,2019-10-25,1906,Terra,MODIS,86,6.03,282.4,37.3,D,0
48.9325,-123.8425,325.9,1.2,1.1,2019-10-25,1906,Terra,MODIS,84,6.03,282.5,36.1,D,0
48.9209,-123.8276,375.5,1.2,1.1,2019-10-25,1906,Terra,MODIS,100,6.03,284.0,184.4,D,0
48.9191,-123.8118,328.4,1.2,1.1,2019-10-25,1906,Terra,MODIS,86,6.03,280.8,39.2,D,0
48.495,-123.6686,303.5,1.2,1.1,2019-10-25,1906,Terra,MODIS,45,6.03,281.5,9.3,D,0
48.4891,-123.7037,310.7,1.2,1.1,2019-10-25,1906,Terra,MODIS,70,6.03,281.7,15.6,D,0
48.4771,-123.6712,306.2,1.4,1.2,2019-10-25,2051,Aqua,MODIS,56,6.03,281.4,13.9,D,0
48.4835,-123.6939,334.9,1.4,1.2,2019-10-25,2051,Aqua,MODIS,89,6.03,283.6,58.5,D,0
48.9202,-123.8206,343.4,1.3,1.2,2019-10-25,2051,Aqua,MODIS,88,6.03,283.0,81.0,D,0
48.9168,-123.8379,340.8,1.4,1.2,2019-10-25,2051,Aqua,MODIS,87,6.03,282.8,74.6,D,0
48.9266,-123.8434,325.8,1.4,1.2,2019-10-25,2051,Aqua,MODIS,84,6.03,282.8,41.8,D,0
48.9223,-123.8202,301.6,1.1,1.0,2019-10-26,0616,Terra,MODIS,43,6.03,276.7,9.0,N,0
48.9204,-123.8346,308.9,1.1,1.0,2019-10-26,0616,Terra,MODIS,76,6.03,275.9,14.2,N,0
49.693,-122.3939,309.1,2.1,1.4,2019-10-29,1841,Terra,MODIS,64,6.03,275.0,39.4,D,0
49.691,-122.3624,321.4,2.1,1.4,2019-10-29,1841,Terra,MODIS,81,6.03,272.6,69.0,D,0
49.6905,-122.3727,327.0,2.1,1.4,2019-10-29,1841,Terra,MODIS,85,6.03,273.2,86.9,D,0
49.6978,-122.3766,308.4,2.1,1.4,2019-10-29,2027,Aqua,MODIS,67,6.03,275.6,41.0,D,0
49.6925,-122.3991,300.1,2.1,1.4,2019-10-29,2027,Aqua,MODIS,29,6.03,274.4,26.6,D,0
49.7644,-122.2624,311.6,1.0,1.0,2019-10-30,0551,Terra,MODIS,83,6.03,270.8,16.8,N,0
49.7438,-122.257,302.2,1.0,1.0,2019-10-30,1924,Terra,MODIS,51,6.03,266.7,10.2,D,0
49.7422,-122.2533,300.6,1.0,1.0,2019-10-30,2109,Aqua,MODIS,34,6.03,268.8,8.4,D,0
49.9823,-122.5054,305.9,1.4,1.2,2019-11-02,0622,Terra,MODIS,66,6.03,274.6,18.4,N,0
48.9142,-123.968,300.6,1.1,1.1,2019-11-13,1936,Terra,MODIS,0,6.03,267.7,10.5,D,0
49.3472,-122.072,307.5,1.2,1.1,2019-11-13,2121,Aqua,MODIS,65,6.03,279.9,14.2,D,0
49.3471,-122.078,303.3,1.2,1.1,2019-11-13,2121,Aqua,MODIS,52,6.03,279.5,10.7,D,0
48.5414,-123.9334,315.3,1.0,1.0,2019-11-15,2109,Aqua,MODIS,0,6.03,274.9,18.8,D,0
49.9521,-123.191,319.9,1.0,1.0,2019-11-15,2109,Aqua,MODIS,75,6.03,277.2,21.9,D,0
49.9501,-123.2048,316.4,1.0,1.0,2019-11-15,2109,Aqua,MODIS,72,6.03,275.6,18.7,D,0
49.9902,-123.2011,301.9,1.4,1.2,2019-11-19,2045,Aqua,MODIS,49,6.03,277.2,14.1,D,0
49.9869,-123.2175,305.1,1.4,1.2,2019-11-19,2045,Aqua,MODIS,57,6.03,275.5,17.6,D,0
49.9878,-123.2103,304.6,1.0,1.0,2019-11-20,0610,Terra,MODIS,61,6.03,271.1,11.3,N,0
49.346,-122.0833,301.0,1.4,1.2,2019-11-20,2127,Aqua,MODIS,44,6.03,276.1,13.5,D,0
49.573,-123.9348,317.9,1.4,1.2,2019-11-27,1948,Terra,MODIS,78,6.03,275.4,33.1,D,0
49.5691,-123.9163,331.5,1.4,1.2,2019-11-27,1948,Terra,MODIS,87,6.03,275.9,59.0,D,0
49.5587,-123.92,316.6,1.4,1.2,2019-11-27,1948,Terra,MODIS,77,6.03,275.3,31.4,D,0
49.5592,-123.9341,326.5,1.4,1.2,2019-11-27,2134,Aqua,MODIS,84,6.03,277.6,44.7,D,0
49.5609,-123.9161,314.6,1.4,1.2,2019-11-27,2134,Aqua,MODIS,75,6.03,276.1,26.7,D,0
49.5694,-123.937,306.9,1.4,1.2,2019-11-27,2134,Aqua,MODIS,64,6.03,275.8,17.7,D,0
49.0327,-122.1249,313.4,1.1,1.0,2020-04-09,2057,Aqua,MODIS,65,6.03,293.0,10.7,D,0
48.9983,-122.5046,304.0,1.1,1.0,2020-04-09,2057,Aqua,MODIS,57,6.03,293.5,4.0,D,0
48.999,-123.8399,311.6,1.2,1.1,2020-05-14,2128,Aqua,MODIS,35,6.03,292.6,11.0,D,0
49.2176,-122.6517,304.5,2.2,1.4,2020-05-19,2146,Aqua,MODIS,0,6.03,288.7,9.5,D,2
48.5279,-123.7302,308.9,1.6,1.2,2020-08-17,2045,Aqua,MODIS,47,6.03,297.7,10.6,D,0
49.0059,-122.3976,306.4,1.0,1.0,2020-08-29,1924,Terra,MODIS,56,6.03,295.8,3.6,D,0
49.0035,-122.3251,307.2,1.0,1.0,2020-08-29,1924,Terra,MODIS,61,6.03,296.7,4.8,D,0
49.0214,-122.3271,312.7,1.0,1.0,2020-08-29,1924,Terra,MODIS,60,6.03,296.9,5.8,D,0
49.1308,-122.5878,313.7,1.4,1.2,2020-09-03,1943,Terra,MODIS,39,6.03,296.3,11.6,D,0
49.1205,-122.5927,318.7,1.4,1.2,2020-09-03,1943,Terra,MODIS,72,6.03,297.0,18.8,D,0
49.3424,-122.2338,320.4,1.0,1.0,2020-09-07,2103,Aqua,MODIS,79,6.03,295.8,17.3,D,0
49.0373,-123.8685,307.9,1.5,1.2,2020-09-10,1949,Terra,MODIS,50,6.03,297.6,7.0,D,0
49.0398,-123.8614,312.2,1.5,1.2,2020-09-10,1949,Terra,MODIS,59,6.03,298.7,11.3,D,0
49.0333,-123.8693,318.8,1.3,1.1,2020-09-10,2134,Aqua,MODIS,63,6.03,301.5,18.0,D,0
48.5492,-123.8889,306.5,1.0,1.0,2020-10-14,2121,Aqua,MODIS,64,6.03,280.5,10.5,D,0
48.5475,-123.9027,354.2,1.0,1.0,2020-10-14,2121,Aqua,MODIS,97,6.03,283.7,79.8,D,0
48.5457,-123.9166,328.0,1.0,1.0,2020-10-14,2121,Aqua,MODIS,85,6.03,282.1,30.5,D,0
48.6379,-123.8663,316.8,1.0,1.0,2020-10-16,1925,Terra,MODIS,67,6.03,284.0,16.7,D,0
48.6383,-123.8775,316.9,1.0,1.0,2020-10-16,2109,Aqua,MODIS,67,6.03,285.9,16.4,D,0
48.6322,-123.9176,312.5,1.0,1.0,2020-10-16,2109,Aqua,MODIS,54,6.03,284.6,13.5,D,0
48.6648,-123.9501,322.9,1.0,1.0,2020-10-16,2109,Aqua,MODIS,0,6.03,283.3,22.6,D,0
49.6841,-123.9624,322.2,1.2,1.1,2020-10-21,1943,Terra,MODIS,40,6.03,281.6,28.5,D,0
49.6814,-123.9532,317.6,1.2,1.1,2020-10-21,1943,Terra,MODIS,48,6.03,279.6,23.1,D,0
49.599,-123.9032,317.6,1.2,1.1,2020-10-21,1943,Terra,MODIS,78,6.03,275.9,26.0,D,0
49.5958,-123.8865,331.2,1.2,1.1,2020-10-21,1943,Terra,MODIS,82,6.03,277.5,46.7,D,0
48.5897,-123.5788,320.7,1.3,1.1,2020-10-21,1943,Terra,MODIS,63,6.03,279.7,29.9,D,0
49.6094,-123.9211,300.9,1.2,1.1,2020-10-21,2128,Aqua,MODIS,43,6.03,275.4,9.2,D,0
49.6873,-123.962,311.5,1.2,1.1,2020-10-21,2128,Aqua,MODIS,62,6.03,282.9,17.2,D,0
49.6061,-123.187,313.3,3.0,1.7,2020-10-24,2013,Terra,MODIS,56,6.03,273.6,88.2,D,0
49.6067,-123.1909,309.1,3.0,1.7,2020-10-24,2013,Terra,MODIS,51,6.03,274.2,72.9,D,0
49.6013,-123.1966,304.2,3.0,1.6,2020-10-24,2158,Aqua,MODIS,44,6.03,274.8,55.0,D,0
49.5996,-123.1999,301.4,3.0,1.6,2020-10-24,2158,Aqua,MODIS,0,6.03,274.8,47.0,D,0
49.6186,-123.1741,318.0,1.2,1.1,2020-10-30,1936,Terra,MODIS,0,6.03,274.4,22.4,D,0
49.6094,-123.1788,321.3,1.2,1.1,2020-10-30,1936,Terra,MODIS,58,6.03,274.6,25.7,D,0
49.6125,-123.183,334.5,1.1,1.1,2020-10-30,2122,Aqua,MODIS,84,6.03,279.9,43.3,D,0
48.9348,-123.8587,322.2,2.0,1.4,2020-11-07,1848,Terra,MODIS,50,6.03,272.4,62.1,D,0
48.9387,-123.8625,320.5,2.2,1.4,2020-11-07,2033,Aqua,MODIS,0,6.03,272.9,68.2,D,0
48.9546,-123.9242,310.3,3.9,1.8,2020-11-07,2211,Aqua,MODIS,35,6.03,274.5,98.5,D,0
48.9396,-123.8562,302.6,1.1,1.0,2020-11-08,0557,Terra,MODIS,50,6.03,271.9,11.4,N,0
48.4234,-123.9356,301.2,1.0,1.0,2020-11-08,2115,Aqua,MODIS,45,6.03,277.9,8.1,D,0
49.0362,-122.1426,307.9,1.1,1.0,2021-04-12,2057,Aqua,MODIS,66,6.03,290.0,7.8,D,0
49.021,-122.3392,306.8,1.1,1.0,2021-04-12,2057,Aqua,MODIS,56,6.03,290.7,5.8,D,0
49.1017,-122.0253,305.2,1.0,1.0,2021-04-12,2057,Aqua,MODIS,47,6.03,289.1,5.4,D,0
49.0543,-122.4279,302.1,1.1,1.0,2021-04-12,2057,Aqua,MODIS,50,6.03,290.8,3.7,D,0
49.1275,-122.4314,305.9,1.1,1.0,2021-04-12,2057,Aqua,MODIS,62,6.03,290.1,7.2,D,0
49.1542,-122.6452,310.8,1.5,1.2,2021-04-20,0627,Terra,MODIS,81,6.03,281.3,24.6,N,0
49.1526,-122.6383,321.2,1.5,1.2,2021-04-20,0627,Terra,MODIS,100,6.03,281.2,40.9,N,2
49.1507,-122.659,319.1,1.5,1.2,2021-04-20,0627,Terra,MODIS,98,6.03,281.0,37.1,N,0
49.1731,-122.6769,319.6,1.4,1.2,2021-06-02,1940,Terra,MODIS,28,6.03,305.5,16.2,D,2
49.4039,-123.5197,303.3,1.3,1.1,2021-06-18,1940,Terra,MODIS,0,6.03,290.6,6.1,D,2
49.4831,-123.7251,312.3,1.0,1.0,2021-07-24,1915,Terra,MODIS,54,6.03,300.0,8.6,D,0
49.9431,-123.2875,308.3,2.0,1.4,2021-08-04,0524,Terra,MODIS,74,6.03,291.2,24.0,N,0
49.9469,-123.2861,300.8,4.2,1.9,2021-08-04,0702,Terra,MODIS,34,6.03,289.1,40.8,N,0
48.8621,-123.7944,315.9,1.8,1.3,2021-08-06,1101,Aqua,MODIS,92,6.03,288.0,38.1,N,0
48.8722,-123.8069,305.0,1.8,1.3,2021-08-06,1101,Aqua,MODIS,62,6.03,287.4,19.7,N,0
48.8674,-123.7857,309.7,1.8,1.3,2021-08-06,1101,Aqua,MODIS,78,6.03,287.2,26.6,N,0
49.0169,-123.8936,307.2,1.8,1.3,2021-08-19,1951,Terra,MODIS,26,6.03,294.1,9.7,D,0
49.0124,-123.8895,313.3,1.8,1.3,2021-08-19,1951,Terra,MODIS,71,6.03,294.4,20.0,D,0
49.0078,-123.9093,334.8,1.6,1.2,2021-08-19,2140,Aqua,MODIS,88,6.03,298.7,60.3,D,0
49.0096,-123.8865,339.0,1.6,1.2,2021-08-19,2140,Aqua,MODIS,86,6.03,296.9,72.0,D,0
49.0069,-123.9019,356.9,1.6,1.2,2021-08-19,2140,Aqua,MODIS,98,6.03,298.8,145.8,D,0
49.0089,-123.8789,318.9,1.6,1.2,2021-08-19,2140,Aqua,MODIS,73,6.03,296.1,24.4,D,0
49.0106,-123.8994,349.9,2.3,1.5,2021-08-20,0523,Terra,MODIS,100,6.03,289.6,213.1,N,0
49.0037,-123.9279,300.0,2.3,1.5,2021-08-20,0523,Terra,MODIS,2,6.03,284.7,19.0,N,0
49.0122,-123.8821,313.8,3.5,1.8,2021-08-20,0935,Aqua,MODIS,88,6.03,280.1,99.2,N,0
49.0176,-123.8866,313.6,3.5,1.8,2021-08-20,0935,Aqua,MODIS,87,6.03,280.2,97.5,N,0
49.0086,-123.8853,326.9,1.4,1.2,2021-08-20,1856,Terra,MODIS,80,6.03,292.3,38.9,D,0
49.1177,-122.6112,312.4,1.6,1.3,2021-08-29,2039,Aqua,MODIS,42,6.03,299.9,10.1,D,0
49.1131,-122.6325,315.1,1.6,1.3,2021-08-29,2039,Aqua,MODIS,55,6.03,300.4,12.9,D,2
49.0378,-122.1381,307.4,1.0,1.0,2021-09-01,1921,Terra,MODIS,45,6.03,293.8,4.8,D,0
49.0533,-122.1871,320.5,1.0,1.0,2021-09-01,2109,Aqua,MODIS,79,6.03,297.0,15.9,D,0
49.126,-122.5983,317.1,1.4,1.2,2021-09-06,1939,Terra,MODIS,76,6.03,292.6,19.1,D,0
49.6648,-122.3827,304.8,1.2,1.1,2021-10-01,1932,Terra,MODIS,56,6.03,279.3,12.9,D,0
49.666,-122.3934,317.7,1.2,1.1,2021-10-01,2122,Aqua,MODIS,73,6.03,279.5,24.4,D,0
49.8148,-122.3348,303.8,1.3,1.1,2021-10-07,2045,Aqua,MODIS,53,6.03,277.1,13.1,D,0
49.8116,-122.3515,304.5,1.3,1.1,2021-10-07,2045,Aqua,MODIS,57,6.03,276.4,13.7,D,0
49.7146,-122.3481,303.9,1.4,1.2,2021-10-08,1938,Terra,MODIS,57,6.03,270.1,11.4,D,0
49.7166,-122.3401,315.3,1.4,1.2,2021-10-08,2128,Aqua,MODIS,75,6.03,281.8,25.2,D,0
49.715,-122.3578,342.9,1.4,1.2,2021-10-08,2128,Aqua,MODIS,93,6.03,283.3,81.3,D,0
49.7127,-122.3814,309.1,1.4,1.2,2021-10-08,2128,Aqua,MODIS,27,6.03,280.7,16.4,D,0
48.7087,-123.9875,336.8,1.0,1.0,2021-10-10,2115,Aqua,MODIS,90,6.03,278.2,42.7,D,0
49.8964,-123.1289,312.5,1.1,1.0,2021-10-19,0547,Terra,MODIS,85,6.03,270.1,19.1,N,0
49.6912,-123.9675,314.9,1.2,1.1,2021-11-09,2128,Aqua,MODIS,47,6.03,275.1,22.4,D,0
49.0386,-122.1278,306.9,1.1,1.0,2022-04-13,1915,Terra,MODIS,64,6.03,279.4,10.1,D,0
49.0261,-122.341,301.4,1.0,1.0,2022-04-13,1915,Terra,MODIS,32,6.03,284.5,4.1,D,0
48.8784,-123.5482,301.0,1.2,1.1,2022-06-30,1925,Terra,MODIS,0,6.03,287.9,2.5,D,0
49.2423,-122.7618,319.2,1.0,1.0,2022-07-27,1905,Terra,MODIS,8,6.03,307.0,10.8,D,2
49.4851,-123.7228,308.1,1.1,1.0,2022-08-05,1859,Terra,MODIS,34,6.03,296.8,6.9,D,0
49.6016,-122.0988,301.0,1.0,1.0,2022-09-07,2109,Aqua,MODIS,39,6.03,287.4,3.9,D,0
49.8285,-123.0176,302.0,2.2,1.4,2022-09-08,2152,Aqua,MODIS,26,6.03,286.4,13.9,D,0
48.3288,-123.5624,314.7,1.1,1.0,2022-09-27,1916,Terra,MODIS,56,6.03,297.8,13.2,D,0
49.1376,-123.0917,306.4,1.0,1.0,2022-10-08,1857,Terra,MODIS,46,6.03,295.8,4.5,D,2
48.9064,-123.923,317.3,1.8,1.3,2022-10-31,1836,Terra,MODIS,51,6.03,275.0,45.6,D,0
48.5027,-123.9177,307.9,1.1,1.0,2022-11-01,1917,Terra,MODIS,58,6.03,272.6,14.2,D,0
48.512,-123.882,338.2,1.3,1.1,2022-11-01,2059,Aqua,MODIS,79,6.03,277.7,67.3,D,0
48.5109,-123.9051,315.1,1.4,1.2,2022-11-02,2141,Aqua,MODIS,0,6.03,274.2,28.3,D,0
49.3699,-122.0148,308.5,1.7,1.3,2022-11-02,2141,Aqua,MODIS,34,6.03,279.1,24.6,D,0
49.7017,-122.3726,307.7,1.7,1.3,2022-11-02,2141,Aqua,MODIS,50,6.03,275.8,24.6,D,0
49.7229,-122.359,300.9,1.2,1.1,2022-11-03,0529,Terra,MODIS,35,6.03,271.1,11.8,N,0
48.4991,-123.6879,326.8,1.3,1.1,2022-11-05,1845,Terra,MODIS,85,6.03,278.2,41.3,D,0
48.4891,-123.6904,304.7,1.3,1.1,2022-11-05,1845,Terra,MODIS,60,6.03,277.6,14.1,D,0
48.4809,-123.7101,330.4,1.3,1.1,2022-11-05,1845,Terra,MODIS,87,6.03,278.6,48.7,D,0
48.4789,-123.6916,308.1,1.3,1.1,2022-11-05,1845,Terra,MODIS,67,6.03,276.8,17.2,D,0
48.6463,-123.9188,361.5,1.2,1.1,2022-11-08,2102,Aqua,MODIS,0,6.03,273.6,127.8,D,0
